Wort,Anzahl
heimischen,1
Studierendenausweisen,1
Student,1
Card,2
begrenzten,1
Personenkreis,1
Studierenden,2
Bologna-Prozess,1
vergleichbares,1
Abschlusssystem,1
Automatismus,1
Masterstudium,1
Absolvent*innen,1
Prozedur,1
durchlaufen,1
Teils,1
geringwertiger,1
eingestuft,1
kostspielig,1
Ausbildungsabschlüsse,1
Bildungsabschlüsse,1
Qualifizierungsrahmens,1
Berufsabschlüssen,1
kontraproduktiv,1
Handvoll,1
Berufsausweis,1
Qualifikation,1
reglementierten,1
EBA,2
Position,1
Bewerber*innen,1
Beratungs,1
Informationsangebote,1
stetigen,1
demokratiefeindlicher,1
Strömungen,1
Manipulation,1
Verteilmechanismen,1
vorsätzliches,1
Stören,1
Überfluten,1
Debattenräume,1
säen,1
Anlaufpunkt,1
adressiert,1
Informationsquelle,1
EU-Beitrittskandidatenländern,1
Gedanken,1
komplexe,1
zielgruppengerecht,1
ethischen,1
persönlichste,1
Begegnung,1
gelebte,1
Studierendenaustausch,1
Urlaub,1
Austauschzeit,1
Auslandsaufenthalte,1
Erasmusmittel,1
Besuch,1
Hemmschwelle,1
Mobilitätsticket,1
Erasmus-Teilnehmer*innen,1
Halbjahr,1
Wohnort,1
fahren,1
Auslandssemester,1
Ausbildungsplan,1
Semesterzeiten,1
Beratungsangebote,1
Anlaufstellen,1
Projektdurchführung,1
Mehrkosten,1
fachliche,1
sammeln,1
einfacheren,1
Anträgen,1
Anerkennungen,1
Auszubildende,1
Erfolgsgeschichten,1
verdoppeln,1
Begegnungen,1
Toleranz,1
außerordentliche,1
Tellerrand,1
hinauszuschauen,1
Freundschaften,1
Jugendgruppen,1
Freizeit,1
ehrenamtliches,1
wertgeschätzt,1
bürokratischen,1
scheitert,1
Projektförderung,1
östlichen,1
Nachbarländern,1
Polen,1
Tschechien,1
erlebbarer,1
erfahrbarer,1
Geschehen,1
unterrepräsentiert,1
Wahlrecht,1
Jugendbeteiligung,1
EU-Jugenddialog,1
Kanal,1
Beteiligungsformaten,1
integriert,1
Interessenvertreter*innen,1
angehört,1
Youth,1
Check,2
EU-Entscheidungen,1
EU-Jugendstrategie,1
Jugendpolitik,1
EUJugendstrategie,1
Politikbereichen,1
Beteiligungsformate,1
verknüpft,1
Beteiligungsstrukturen,1
EU-Jugendkoordinatorin,1
Plätze,1
Freiwilligendienst,1
niedrigem,1
Aufwandsentschädigung,1
Freiwilligendiensten,1
Freiwilligen,1
Ökologischen,1
EYE,1
Year,1
interkulturellen,1
Naturschutzes,1
FÖJ,2
motivieren,1
Umweltbereich,1
qualifizieren,1
fruchtbar,1
Kenntnisse,1
mitarbeiten,1
Zweimal,1
Travel-Passes,1
verlost,1
parallelen,1
Erlebnisse,1
verreisen,1
Durchschnittsalter,1
Tendenz,1
steigend,1
Lebenserfahrung,1
Aktivität,1
beweisen,1
engagierte,1
Lebenszusammenhängen,1
herstellen,1
Netzwerk,2
altersfreundlicher,1
cities,1
beitreten,1
Altersfreundliche,1
kinder,1
familien,1
altern,1
Alter,1
altersbedingten,1
Einschränkungen,1
Wänden,1
Verkehrsnetze,1
Wohnungsbau,1
Hitzeschutzmaßnahmen,1
Gelegenheiten,1
interagieren,1
UN-Konvention,1
Sprachlern-App,1
erlernt,1
Standortvorteilen,1
weitreichend,1
Gebührenfreies,1
nutzerfreundlicher,1
Strommarkt,2
Ladekabel,1
Kabelsalat,1
Schubladen,1
verringert,1
Elektroabfall,1
merklich,1
Smartwatches,1
EReader,1
Kopfhörer,1
abdecken,1
kabellose,1
Ladetechnologien,1
miteinschließen,1
Ökodesign,2
Reparierbarkeit,1
Verträglichkeit,1
beschert,1
Richtlinien,1
Produktgruppen,1
Möbel,1
Produkt,1
kaputt,1
Reparaturanleitungen,1
kaputter,1
Smartphone-Akku,1
Drucker,1
Staubsauger,1
Neuanschaffung,1
Lebensdauer,1
teuren,1
lieb,1
Anschaffungen,1
reparierbare,1
Geldbeutel,1
Updatezyklen,1
auslaufende,1
nachvollziehbaren,1
rationalen,1
beruhen,1
kurze,1
Hard,1
Softwarebereich,1
Alltags,1
Kosmetika,1
einfachen,1
Gebrauchsgegenständen,1
Schadstoffe,1
Rückstände,1
gesundheitsschädlicher,1
Schwermetalle,1
Verbrauchs,1
Risikoforschung,1
Register,1
Design,2
Strommarkts,1
Preisvorteile,1
Verbrauchspreises,1
intelligentem,1
Deckelung,1
Ermöglichung,1
zeitflexibler,1
Stromtarife,1
vereinfachtes,1
Prosuming,1
Wallboxen,1
Elektroautos,1
Hilfsmittel,1
Notlage,1
verletzlicher,1
ausgenutzt,1
ungeeigneten,1
überteuerten,1
individuell,1
Hilfsmitteln,1
Suchtmechanismen,1
Wetten,1
Geldeinsatz,1
verführen,1
Mechaniken,1
Suchtpotenzial,1
Alterseinstufung,1
Reisefreiheit,1
Fahrgäste,1
Flugzeug,1
durchgängige,1
Planungsaufwand,1
Reiseverkehr,1
beigemessen,1
durchgehenden,1
Bahnverspätungen,1
Fahrpreises,1
Kostenübernahme,1
Transportmöglichkeiten,1
zugesagte,1
Grenzgänger*innen,1
Nah,1
Regionalverkehr,1
ermäßigte,1
Tickets,2
unterbrochene,1
Reiseketten,1
Flugreise,1
pünktlich,1
Novellierung,1
Fluggastrechte,1
Verspätungen,1
Verspätung,1
Verschiebung,1
Frist,1
Wochen,1
Reisebeginn,1
Hinweise,1
durchgängig,1
prominent,1
platziert,1
gelegentlich,1
fliegen,1
Mitnahme,1
Gepäck,1
intransparent,1
Handgepäck,1
Gepäckvarianten,1
Ausfälle,1
versichern,1
abzuschließen,1
erhebliche,1
Genauso,1
abgeschlossene,1
kündigen,1
Bindung,1
ungewollte,1
benötigte,1
Kostenfalle,1
zugänglichen,1
Kündigungsbutton,1
Webseite,1
hohes,1
Verbraucherschutzniveau,1
deutschem,1
Beweislast,1
Kündigungsfrist,1
aufgehoben,1
Verbraucherrichtlinie,1
Nachbarstaat,1
Moskau,1
herausgefordert,1
stand,1
regelbasierte,1
Südamerika,1
derweil,1
Verhandlungstischen,1
Machtgefüge,1
Staatsschulden,1
Weltbühne,1
auftritt,1
spricht,1
imstande,1
abzuwehren,1
benötigtes,1
Gegenangebot,1
träumten,1
gewarnt,1
Zweifelsfall,1
imperialen,1
souveränes,1
selbstbewusstes,1
abwartet,1
Heft,1
übernimmt,1
Beinen,1
Isolation,1
heraufbeschwören,1
behauptete,1
Widerspruch,1
erwachsen,1
repräsentativer,1
Stärkeren,1
herausfordernden,1
Kanäle,1
transpazifischen,1
Orientiert,1
wohlhabender,1
existenziellste,1
Umweltkrise,1
übrigen,1
jahrzehntelangen,1
zweifache,1
ärmere,1
klimaneutralem,1
klimaangepasstem,1
Klimadiplomatie,1
belastbare,1
Win-win-Situationen,1
nützen,1
Vorreiterrolle,1
Stande,1
Ultima,1
Ratio,1
gesamtstaatliche,1
Störungen,1
Sicherheitsbegriffs,1
widerstehen,1
Versorgungsstrukturen,1
Zivilschutzes,1
wirkungsvoller,1
rückt,1
Vorbeugung,1
beugt,1
Notwendigkeit,1
Gewaltfreiheit,1
Zurückhaltung,1
Querschnittsaufgabe,1
vorsorgenden,1
Versprechens,1
deutlichsten,1
Einladung,1
Wladimir,1
brutaler,1
Waffengewalt,1
beantwortet,1
Strahlkraft,1
Projekt,1
Vorstellung,1
Hauses,1
friedlich,1
Selbstbestimmungsrecht,1
erteilt,1
Beitrittsprozesses,1
unermesslichen,1
tagtäglich,1
erbringt,1
souveräne,1
weltpolitische,1
Akteurin,1
Vertragsänderungen,1
Vertreters,1
Vertreterin,1
Außenministerin,1
Außenminister,1
diplomatischen,1
Diplomatische,1
Akademie,1
Diplomat*innen,1
Konsularische,1
Visafragen,1
Rechtshilfe,1
Außenpolitiken,1
auswärtige,1
Wissenschaftspolitik,1
Wissenschaftsdiplomatie,1
Angesicht,1
treibt,1
werdende,1
negativ,1
Zukunftschancen,1
Entwicklungszielen,1
Klimapartnerschaften,1
Minderung,1
CO-Ausstoßes,1
Wirtschaftssysteme,1
unvermeidbaren,1
Emittentinnen,1
Treibhausgasen,1
Vereinbarung,1
US-Dollar,1
Just,1
Energy,1
Transition,1
Partnerships,1
Loss-and-Damage-Fonds,1
geschädigten,1
Development,1
Assistance,1
Prinzips,2
EU-Finanzinstitutionen,1
angeregte,1
Klimaclub,1
Klimafolgen,1
ressortübergreifend,1
Historisch,1
westlichen,1
Hauptverursacher,1
klimaschädigender,1
Regulation,1
klimabedingter,1
Vertreibung,1
internationalem,1
Artenund,1
gewaltigen,1
passieren,1
antwortet,1
Druckmittel,1
Global-Gateway-Strategie,1
geostrategischen,1
Erfolgsprojekt,1
Wirtschaftsbedingungen,1
Menschenrechts,13
Infrastrukturplanung,1
klimagerechten,1
zugängliche,1
Entwicklungsagenden,1
ausstattet,1
gehebelten,1
Verbindlichkeit,1
Sondergesandte,1
Sondergesandten,1
Maßstab,1
Mobilitätsinfrastruktur,1
Politikkohärenz,1
Auswahl,1
strukturpolitischen,1
Evaluierung,1
UN-Vollversammlung,1
überragende,1
verurteilte,1
Sicherheitsrat,1
friedenssichernde,1
fällt,1
Krisenmanagement,1
Schlüsselrolle,1
UN-System,1
Reformdiskussionen,1
koordiniertes,1
Sicherheitsrats,1
zielen,1
Vetorecht,1
abzuschaffen,1
Resolution,2
UN-Generalversammlung,1
beschlossene,1
anhaltenden,1
Angelegenheit,1
befassen,1
VII,1
UN-Charta,1
ergänzend,1
permanente,1
Mitgliedschaft,2
Finanzierungs,1
kapazität,1
Indikatoren,1
operationalisiert,1
UN-Sonderorganisationen,1
Flüchtlingshilfswerk,1
Gesundheitsorganisation,1
vitale,1
geschlechtergerechte,1
Personalpolitik,1
Posten,1
Standardization,1
Weltbankgruppe,1
Weltweit,1
Proteste,1
niedergeschlagen,1
Unabhängig,1
grundlegenden,1
pro-demokratische,1
Sonderberichterstatter*innen,1
Demokratiefonds,1
pro-demokratischen,1
zuallererst,1
Sanktionsregelung,1
Verhängung,1
verstöße,1
Sanktionsverletzungen,1
inwieweit,1
EU-Leitlinien,1
Gewaltrisiko,1
Gefährdeten,1
vereinfachten,1
Visavergabe,1
Gerichtsverfahren,1
Soforthilfe,1
bereitzustellen,1
Treffen,1
durchzuführen,1
Kriegsdienstverweigerung,1
konfliktsensiblen,1
Menschenrechtsschutzes,1
schulen,1
ResettlementProgramms,1
Schutzprogramm,1
Menschenrechts-Verteidi,1
ger*innen,1
Umgebung,1
verschlüsselte,1
Kommunikationsmöglichkeiten,1
Fragmentierung,1
Internetabschaltungen,1
Julian,1
Assange,1
Missstände,1
Licht,1
essenzieller,1
fester,1
UN-Resolution,1
Folgeresolutionen,1
Kriegsgebieten,1
Konfliktprävention,1
Menschenrechtsbasiert,1
Leitprinzip,1
paritätischen,1
außenpolitischen,1
Leitungsebenen,1
Diversität,1
EU-Diplomatie,1
Delegationen,1
signifikant,1
sexualisierte,1
Queer,1
Transfeindlichkeit,1
Sicherheitsbedrohung,1
EU-Mitgliedsländer,1
Yogyakarta-Prinzipien,1
schwulen,1
bisexuellen,1
feministischer,1
ausrichtet,1
gesetztes,1
EU-Entwicklungsprogramme,1
Grundbildung,1
Unternehmertums,1
Gemäß,1
EU-Aktionsplan,1
gendertransformative,1
völkerrechtswidriger,1
potenzielle,1
Aggressoren,1
abhalten,1
Bündnisverteidigung,1
Reaktionsfähigkeit,1
kosteneffektiver,1
Einbettung,1
maßgebend,1
Bündnisverpflichtungen,1
historischer,1
baltischen,1
Stationierung,1
Bundeswehreinheiten,1
Baltikum,1
Verteidigungsunion,1
permanenten,1
EU-Einheiten,1
transnationalen,1
Deutsch-Niederländischen,1
Corps,1
Rahmenstandards,1
Soldat*innen,1
Fürsorgeverpflichtung,1
Entsandten,1
EU-Kommandostruktur,1
Militärkooperationsinitiativen,1
Ständigen,1
Strukturierten,1
Zivile,1
Planungsstäbe,1
Gesamtkonzept,1
eingebettet,1
kontinuierlichen,1
unterliegen,1
flexiblerer,1
Konzeption,1
einsatzbereit,1
veränderte,1
Gegebenheiten,1
EU-Auslandseinsätze,1
Friedensfazilität,1
EPF,2
Planbarkeit,1
Luftverteidigungssystems,1
Verteidigungssektor,1
unkoordinierte,1
Systemvielfalt,1
ausbleibenden,1
Skaleneffekten,1
ineffektiven,1
Steuergeldern,1
kosteneffektivere,1
Rüstungsgütern,1
jährlichen,1
Fähigkeitsanalyse,1
Planungsprozess,1
Willens,1
industriepolitischen,1
zurückzustellen,1
Konsolidierung,1
Rüstungssektors,1
Verteidigungs,1
agentur,1
ausreichenden,1
bewerkstelligt,1
Zielsetzung,1
Finanzinstrumenten,1
Defense,1
unzureichend,1
fragil,1
rechtssicheres,1
außerbudgetäres,1
Finanzinstrument,1
Einzelprogramme,1
Fähigkeitszyklus,1
abdeckt,1
Training,1
Topfes,1
abgestimmter,1
Parlamente,1
Anschaffung,1
wertebasierte,1
EU-Gemeinschaftsprojekte,1
restriktive,1
Ausfuhrregeln,1
Standpunkts,1
Rüstungsexportkontrollverordnung,1
Einschätzung,1
beruht,1
Entscheidungsmechanismen,1
Gerichtshof,1
Vorangehende,1
Risikoanalysen,1
physische,1
Endverbleibskontrollen,1
vorgeschrieben,1
Hände,1
gelangen,1
Überwachungstechnologien,1
Kleinwaffen,1
Abrüstung,1
Friedenspolitik,1
atomwaffenfreie,1
vertrauensbildende,1
Abrüstungsinitiativen,1
Vertrags,1
Kernwaffen,1
nuklearen,1
Atomwaffenverbotsvertrag,1
Beobachter,1
Vertragsstaatenkonferenz,1
sukzessiven,1
atomwaffenfreien,1
letalen,1
Tod,1
verzichtbar,1
bewaffneten,1
Drohnen,1
Bündnispartnern,1
Streubomben,1
Oslo-Übereinkommen,1
Nichtvertragsparteien,1
Streumunition,1
abzubringen,1
Außenund,1
erkennt,1
friedensfördernde,1
Friedensförderung,1
Mittelvergaben,1
planbar,1
Stabilisierungsmaßnahmen,1
Verläufen,1
friedlichen,1
Friedens,1
Konfliktforschung,1
fortentwickeln,1
Justizwesen,1
fragilen,1
bürgernahen,1
Migrationsmanagement,1
tiefgehende,1
Kontextanalysen,1
Evaluationen,1
Krisenmanagements,1
Centre,1
Excellence,1
Civilian,1
Crisis,1
Fluchtursachenbekämpfung,1
Gefestigte,1
mindern,1
Wahrscheinlichkeit,1
flexiblere,1
Vergaberichtlinien,1
ECHO,1
Hilfen,1
Nothilfe,1
Engagements,2
Lebensverhältnissen,1
Entwicklungsinitiativen,1
Waffe,1
verschärften,1
Hungerund,1
Wirtschaftskrisen,1
destabilisierten,1
aufnimmt,1
begonnenen,1
Vorgehens,1
partnerorientierte,1
dekoloniale,1
systemische,1
hinterfragen,1
lokales,1
Wirtschaftskreisläufen,1
Frauenrechtsorganisationen,1
Equality,3
Themen,1
gegebene,1
einlösen,1
Bruttonationaleinkommens,1
Entwicklungsfinanzierung,2
auszugeben,1
Quantität,1
Entwicklungsgelder,1
bedürftigsten,1
Entwicklungsziele,1
Partnerstaaten,1
nebeneinanderher,1
Effektivität,1
anstrebt,1
Evaluierungen,1
Transparenzmechanismus,1
menschenzentrierte,1
verant,1
wortungsvolle,1
digitalpolitischen,1
Vorreitern,1
Angemessenheitsbeschlüsse,1
Ernährungssicherheit,1
resilientes,1
Ernährungssystem,1
Nahrung,1
produktive,1
überregionalen,1
geschlossenen,1
Nährstoffkreisläufen,1
Agrarsubventionen,1
patentiertes,1
Saatgut,1
Landraub,1
bäuerliche,1
Entwicklungsmöglichkeiten,1
Saatgutbanken,1
Züchtungsinfrastruktur,1
traditionelles,1
Saatgutentwicklung,1
striktere,1
Verhinderung,1
exzessiven,1
Nahrungsmittelspekulationen,1
streng,1
Wasserknappheit,1
steigender,1
Wasserpreise,1
chemisch-synthetischem,1
agrarökologischen,1
Ernährungssystemen,1
gegenseitigem,1
Nahrungsmittelproduktion,1
Kolonien,1
Vermögensverteilung,1
Abhängigkeitsverhältnissen,1
fehlender,1
Kolonialgeschichte,1
ergibt,1
Machtungleichgewichte,1
antirassistische,1
postkolonialen,1
EUEbene,1
begangenen,1
Aneignung,1
entschuldigen,1
Worten,1
ideelle,1
benachteiligende,1
korrigieren,1
Umweltschutzabkommen,1
Landrechte,1
euro,1
päische,1
Machtverhältnissen,1
Handlungsmöglichkeiten,1
Modernisierungsprozesse,1
einschränkt,1
solide,1
Schuldenerlasse,1
belastete,1
Common,1
Gläubiger,1
einzubeziehen,1
angesiedelt,1
Rechtsräume,1
Steuerarchitektur,1
Steuerkooperation,1
UN-Steuerkonvention,1
Exportorientierung,1
Unterbietungswettbewerb,1
Investitionstätigkeiten,1
breiter,1
streuen,1
Globaler,1
bestmögliche,1
eventuelle,1
Streitigkeiten,1
auszutragen,1
Arbeitsstandards,1
Gesundheitsprodukten,1
angespannten,1
geopolitischen,1
gering,1
südostasiatischen,1
anzugleichen,1
abgeschlossenen,1
Falle,1
eklatanter,1
Gebrauch,1
Übereinkommen,2
handelsbezogene,1
Aspekte,1
geistigen,1
Eigentums,1
Konsultation,1
Norden,1
dortigen,1
Marktdurchdringung,1
gemeinwohlorientierten,1
Daseinsfürsorge,1
Patentrechts,1
Handelsinstrumenten,1
geistige,1
Eigentumsrechte,1
Netzneutralität,1
Handelsinstrumente,1
Datenbestimmungen,1
Datenlokalisierung,1
Steuersysteme,1
Verhandlungsmandat,1
EU-Industrien,1
Handelspraktiken,1
Umgekehrt,1
industrialisierten,1
stetige,1
handels,1
Werkzeugkastens,1
Streitbeilegung,1
Freihandelsabkommen,1
umbauen,1
COBepreisung,1
EU-Emissionshandelssystem,1
abzusichern,1
Zement,1
klimaschädlichen,1
außereuropäischer,1
fossil,1
hergestellten,1
Modells,1
bilaterale,1
EU-Investitionsverträge,1
klimaschädlichsten,1
Investitionsschutzvertrag,1
folgerichtig,1
Austritt,1
entwaldungsfreien,1
gravierenden,1
Abholzungsraten,1
angestrebte,1
Produzentenländern,1
Einfuhr,1
Erzeugnissen,1
Tropenwäldern,1
Wirtschaftsakteurin,1
zukunftsorientierten,1
Ambitionierte,1
unmittelbaren,1
Lieferkette,1
abzudecken,1
Lieferketten-Richtlinie,1
passen,1
Geschädigten,1
geltend,1
Umweltdumping,1
zurückzudrängen,1
Ratifizierung,1
Kernarbeitsnormen,1
Arbeitsorganisation,1
Mindestanforderung,1
angesehen,1
Anliegen,1
Völkern,1
Zwangsarbeiter*innen,1
Sklaverei,1
EU-Importverbot,1
jegliche,1
Wirtschaftsbeziehungen,1
Wirtschaftspartnerschaftsabkommen,1
Afrikas,1
Karibik,1
Südpazifiks,1
entwicklungsorientierten,1
Least,1
Developed,1
Countries,1
zollfrei,1
EPAs,1
Exportabhängigkeit,1
unverarbeiteten,1
Freihandelsinstrumente,1
Wertschöpfungsstufen,1
Erfolgsgeschichte,1
Kandidatenstaaten,1
Kopenhagener,1
Beitrittskriterien,1
Abstriche,1
acquis,1
vollumfänglich,1
EU-Erweiterung,1
dynamisieren,1
langwierigen,1
schwerfälligen,1
Projekts,1
sichtbarerer,1
Reformtempo,1
Beitrittsländern,1
Beitrittstempo,1
Nationale,1
Kapitelöffnungen,1
blockieren,1
sichtbaren,1
Zwischenschritten,1
Anreizen,1
Binnenmarkts,1
Stillstand,1
längeren,1
Rückschritte,1
Umkehrschluss,1
Mandate,1
EU-Antikorruptionsbehörde,1
Beitrittsstaaten,1
untereinander,1
Regierungsvertreter*innen,1
Sitzungen,1
Rats,1
vollumfängliche,1
Angleichung,1
Übernahme,1
Westbalkanstaaten,1
Montenegro,1
EU-Beitritts,1
sensiblen,1
Friedensund,1
Aussöhnungsprozess,1
Westbalkans,1
Beitrittsversprechen,1
Spiel,1
Beitrittsgespräche,1
Kandidatenstatus,1
Visaliberalisierung,1
schwacher,1
intensiv,1
schlossen,1
Präsenz,1
EUFOR,1
serbische,1
einzutreten,1
Verhandlungstisch,1
EU-Beitrittsprozess,1
Serbiens,1
Friedensprozesses,1
KFOR,1
Westbalkan,1
moderner,1
mutig,1
unterwerfen,1
auszulöschen,1
zerstören,1
nachlässt,1
volle,1
territoriale,1
wiedererlangen,1
Selbstverteidigung,1
robusten,1
Sicherheitsgarantien,1
geordneten,1
Korruptionsbekämpfung,1
EU-Beitrittsverhandlungen,1
verdient,1
inmitten,1
Krieges,1
verändert,1
beschleunigter,1
privatwirtschaftlichen,1
Finanzierungsinstrumenten,1
Zuschüsse,1
Ermittlungs,1
Justizorgane,1
Menschlichkeit,1
Verbrechens,1
Aggressionskriegs,1
aufklären,1
bestrafen,1
Mechanismus,2
Sach,1
Personenschäden,1
Rechtsgrundlage,1
Heranziehung,1
Makrofinanzhilfen,1
Exportwege,1
Agrarprodukte,1
Meeres,1
Ernährungssicherung,1
Moldaus,1
Georgiens,1
Langem,1
Destabilisierungsversuchen,1
territorialen,1
tatkräftig,1
EU-Beitrittskandidat,1
Reformkurs,1
georgischen,1
EU-Integration,1
riesig,1
Traum,1
größer,1
zusammenarbeitet,1
Europarat,1
Politische,1
EU-Mitgliedschaft,1
ausgeprägten,1
Vereinigtem,1
beiderseitigen,1
EU-Forschungsprogramm,1
einsteigt,1
britische,1
praktische,1
Studierenden-Visa,1
OSZE,2
Nachkriegsordnung,1
Freundschaft,1
engen,1
niederschlägt,1
glauben,1
geachtet,1
Regionalpolitik,1
Ankara,1
offensiv,1
anfängliche,1
schwedischen,1
NATO-Beitritts,1
Militäroffensive,1
Nordsyrien,1
schwierige,1
ambivalenten,1
Dilemma,1
Wiederaufnahme,1
Gespräche,1
EU-Beitritt,1
glaubhaft,1
einschlägt,1
nationalistischen,1
Rhetorik,1
türkischen,1
Oppositionellen,1
Kurd*innen,1
Osman,1
Kavala,1
Selahattin,1
Demirta,1
Haft,1
Urteilen,1
Gerichtshofs,1
EGMR,2
laufende,1
Europarates,1
Gerichtsurteilen,1
Rechtsunsicherheit,1
Türk*innen,1
aufgefordert,1
feindseligen,1
osteuropäischen,1
zielgerichtete,1
EU-Politik,1
Zentralasien,1
Sicherheitsinteressen,1
Einmischung,1
bedrohten,1
Protesten,1
Präsidentschaftswahlen,1
unermüdlich,1
Nachdruck,1
Sanktionierung,1
Diktator,2
Lukaschenka,1
Sammlung,1
Beweismaterial,1
Demokratiebewegungen,1
Bakus,1
Angriff,1
September,1
aserbaidschanischen,1
Offensiven,1
Friedenslösung,1
EU-Beobachtungsmission,1
stabilisierenden,1
Armenier*innen,1
sahen,1
Schutzmechanismen,1
armenischen,1
christlichen,1
Mittlerin,1
Machtregime,1
totalitäre,1
Diktatur,1
gewandelt,1
Lüge,1
befindet,1
Exil,1
Gefangenschaft,1
Häftlinge,1
Freunde,1
harte,1
Widersacher,1
verbrecherische,1
stützen,1
Sanktionspolitik,1
Normalität,1
Haftbefehl,1
schlimmster,1
Menschenrechtsverbrechen,1
Härte,1
tiefe,1
Kalten,1
Wiedervereinigung,1
Gegenwart,1
Kanada,1
europäisch-atlantischen,1
Allianz,1
Wohlstands,1
Selbstbehauptung,1
liberalen,1
systemischen,1
totalitären,1
Wertepartnerschaften,1
Handelsordnung,1
handlungsbereite,1
sicherheits,1
verteidigungs,1
wirtschaftspolitische,1
vertiefte,1
EU-NATO-Zusammenarbeit,1
Antiliberale,1
Wertefundament,1
breiteres,1
Bundesstaaten,1
Technologierat,1
geeignetes,1
the,1
folgt,1
Impulsgeber,1
Transformation,1
Club,1
Wettbewerber,1
Rivale,1
aggressives,1
Auftreten,1
Bühne,1
Innern,1
handelt,1
Führung,1
repressiver,1
hegemoniale,1
imperiale,1
Ambitionen,1
aggressiv,1
BRICS-Staaten,1
Südafrika,1
Ägypten,1
Äthiopien,1
Arabischen,1
Differenzen,1
strukturierten,1
Verhältnisses,1
kompletten,1
Handelspartner,1
drittgrößter,1
Exportmarkt,1
Handelsdefizit,1
wächst,1
selbstbewusster,1
Transparenzpflichten,1
Sicherheitsstandards,1
Eisenbahn,1
Schlüsselindustrien,1
Anti-Coercion-Instruments,1
Exportrestriktionen,1
Erpressungsversuche,1
abschreckende,1
systematischen,1
Uigur*innen,1
Provinz,1
Xinjiang,1
Tibeter*innen,1
Demokratieaktivist*innen,1
Hongkong,1
Kernnormen,1
ILO,2
Ein-China-Politik,1
sachbezogene,1
Eskalationsrisiko,1
Drucks,1
Status,1
quo,1
Taiwans,1
Weltmeere,1
Erklärung,1
Kernprinzipien,1
Nahe,1
Osten,1
Nordafrika,1
Umbruch,1
Nachbar,4
Revolutionsbewegungen,1
unerfüllt,1
verfestigt,1
Nahostpolitik,1
staatsdominierten,1
frauen,1
jahrzehntelanger,1
Migrationspolitik,1
erpressbar,1
Fokussierung,1
Flüchtlingsabwehr,1
südlichen,1
stützt,1
dysfunktionale,1
Fluchtgründe,1
Heimstätte,1
Volkes,1
Terrorangriffe,1
Hamas,1
Oktober,1
fürchterlichen,1
völkerrechtlich,1
verbriefte,1
Staatsräson,1
Leitmotiv,1
Zweistaatenregelung,1
souveränen,1
lebensfähigen,1
tatkräftige,1
großzügige,1
Friedensverwirklichung,1
unverbrüchlichen,1
pro-demokratischer,1
Friedensperspektive,1
Palästinensische,1
Autonomiebehörde,1
vorgeht,1
fortdauernden,1
israelischen,1
Siedlungsbau,1
Annexionen,1
Siedlergewalt,1
Westjordanland,1
Geldgeberin,1
Entwicklungshilfe,1
palästinensischen,1
Gebiete,1
zutreten,1
Israelis,1
umliegenden,1
Protestbewegung,1
iranische,1
kämpft,1
Abschaffung,1
Kleidungsvorschriften,1
Zwangsverschleierung,1
Verantwortlichen,1
Finanzbeziehungen,1
fortlaufend,1
prüft,1
islamische,1
Revolutionsgarde,1
Terrororganisation,1
gelistet,1
verfolgte,1
Iraner*innen,1
Islamische,1
Hamburg,1
Koordinationspunkt,1
Vertretungen,1
iranischen,1
erklärte,1
Vernichtung,1
Nuklearisierung,1
Irans,1
nukleare,1
Nichtverbreitungsabkommen,1
JCPOA,1
Comprehensive,1
Action,1
Atomvereinbarung,1
fortwährend,1
JCOA,1
zurückzukehren,1
ausgeschlagen,1
proliferationsbezogenen,1
Nuklearbereich,1
aufrechterhalten,1
JCPoA,1
Rüstungsspirale,1
Normalisierung,1
Straflo,1
sigkeit,1
Menschheitsverbrechen,1
Assad-Regimes,1
Syrien,1
jahrelange,1
übereilten,1
Abzug,1
westlicher,1
Truppen,1
Afghanistan,1
Afghanistans,1
dramatischen,1
explizit,1
einbindet,1
Ortskräfte,1
Bundeswehr,1
konsequenten,1
mitbedrohten,1
geografisch,1
wachsende,1
beiderseitigem,1
verfassungswidrige,1
Machtwechsel,1
Putsche,1
unfreie,1
Wasserstoffpartnerschaften,1
Kontinenten,1
verbundene,1
schöpfungsketten,1
ärmsten,1
Kontinente,1
attraktives,1
Investitionsbedarfe,1
Verringerung,1
Wirtschaftsgemeinschaften,1
entstehenden,1
panafrikanischen,1
Freihandelszone,1
Regierungsführung,1
vorherrschend,1
plurale,1
Drittstaatsangehörige,1
Dienstreisen,1
erledigen,1
Konferenzen,1
Visaverfahren,1
Verflechtung,1
Machtungleichgewicht,1
afrikanische,1
bedeutendem,1
Bewusstsein,1
verbundener,1
Gravitationszentrum,1
verschoben,1
Großteil,1
Wachstums,1
Südkorea,1
Southeast,1
Asian,1
Nations,1
Vereinigung,1
südostasiatischer,1
ozeanischen,1
Inselstaaten,1
engstem,1
einzigem,1
Mai,1
Partnerland,1
Indopazifik,1
aggressiver,1
propagiert,1
autoritäres,1
Staats,1
Gesellschaftsmodell,1
Pazifikregion,1
Erderwärmung,1
Meeresspiegels,1
Start,6
EU-India,1
Trade,1
Technology,1
begonnene,1
Konnektivitätspartnerschaft,1
Indiens,1
Zahlungssystemen,1
ausloten,1
Minderheits,1
Klimaschutzstandards,1
zunehmender,1
innenpolitischen,1
indische,1
territorialer,1
völkerrechtswidriges,1
Militärregimes,1
Myanmar,1
zahlreichen,1
